class, text
"neg","C est un monsieur compétent qui m écrite d être premier ministre"
"neg","il est temp qu' il y aura une révolution au sain de ce parti afin de permettre a des responsable modéré de donner un nouveau souffle en matière de pensée politique et dedebarasser le parti de la doctrine et des discouŕs populiste et steril la nomi nation d une autre personnalité ouverte sur toutes les tendance politique permet a ce gouvernement de voir le jour et de solutionner un ensemble de problème qui reste en suspension et de projettent le maroc vers l avant"
"pos","que des constats et rien que des constats!! vs devez justifier vs salaires !!! un audit à adm et aux communes CU de fes, fb saleh, mohamedia, rabat, khmisset, bouskoura un recoupement avec le FEC et les bureaux d étude résultats 15 grands malfrats en justice. vs ne voulez pas un grand jeux."
"pos","Il nous faut une MONARCHIE PARLEMENTAIRE"
"neg","Les associations des droits de l'homme vont perdre le maroc ,ils ne faut plus qu'elles existent."
"pos","Si on est un pays démocrate et on applique les lois sur tout le monde. Cette région de Rif ne connaissait pas cette situation"
"pos","longue vie au Royaume du Maroc !!longue vie au Marocains et Marocaines !et abas les voleurs qui vole leur roi , le peuple et leurs pays!tout ce qui manque a ce pays des bon dirigents honnête !allah al watane al malike !!"
"pos","C'est pour nous dire que le hima n'a plus de contacte avec le pam  Franchement un gouvernement stupide"
"pos","Bravo, Allah ikammel bikhir voilà une meilleure façon pour contrôler le travail du gouvernement. Certainement, les corrompus vont chercher à bloquer cette initiative responsable, mais une telle opération chirurgicale est nécessaire pour la bonne santé du pays et la durée de vie du système."
"neg","Je vis en Europe depuis 30 ans j ai vécu 17 ans au Maroc et je peux certifier que le niveau de vie de quelqu un qui vis en chômage ici en Europe occidentale a une meilleur vie qu un cadre au Maroc si on introduit tous les paramètres .a savoir aussi que la vie ce n est pas que beaucoup d argent .en résumé si on introduit tous les éléments essentiels il serait illogique de comparer car c est incomparable"
"neg","'C'est bizarre ce payé ils disent tous qu'ils vivent mieux que leur compatriotes en Europe monteurs pourquoi les marocains prennent tous les risques pour venir à l'Europe quitte à être bouffé par les requins et au niveau santé le Maroc est classé 172 ème juste devant le Mali"
"neg","Pour le commentaire n 137 ,je ne vois vraiment pas le rapport ,on parle de la comparis on entre le niveau de vie en Europe et au Maroc mais pas entre le niveau de vie entre un pilote qui réside au Maroc et les citoyens européen un peu de logique s il vous plais"
"pos","Dans un pays de droit on n'emprisonne pas des jeunes seulement pour avoir manifester. Dans un pays de droit il n y a ^pas de ministères de souveraineté ni des walis omnipotents. Dans un pays de droit la justice est indépendante et il n y a pas de difference entre citoyens. Dans un pays de droit on ne procède pas à des expropriations de terrains d'humbles et simples propriétaires pour les céder à des ogres de l'immobilier. Dans un pays de droit un responsable qu'il ait eu recours a Baltajia est écarté et jugé...... ON EN AI ENCORE LOIN﻿"
"neg","Je ne sais pas mais j ai l impression que c est une mise en scene entre les 2 individus qui se battaient. Comment expliquer qu un si gros couteau et avec le nimbre de frappe pas de goute de sang et pas mort encore???????, trop buzard"
"neg","Parce que vous voulez lfassade ke bnkiran arrache et l arrête reste et continue."
"neg","Si comme vous dites BENkiRANE n est qu un executant pourquoi ne le devoile t il pas au peuple qui l a elu. Il a fait de gros promesses pour redresser la situation. Pn a vu que des initiatives defavorables au peuple . Qu ol soit honnete et declare qu il le benise est incapable et tout le monde"
"neg","Depuis quand tu étais la? Et depuis quand les caisses ont été troué? ? Vos n avez rien dit ni les autres blablayeurs vos navez mas le courage kele PJD.Et si vs l avez .vs connaissez maintenant ki a cassé les caisses! selon le rapport. .... la justice! !!??"
"neg","ben kirane a eu de l argent des promesses pour les affaires pour quite ce poste sans problemes,et il a eu deja ce choix.pour ne plus parle ni dire rien sauf je ne parle plus  les aides du roi save bien ben kirane et ce qu il veut pendant qu il ete membres des policier de driss al basri et voila il a eu la retraite in grand poste et aussi la malidection du peuple ben kirane n est qu in traitre de peuple"
"neg","Le PJD et l Isiqlal sont dans le viseur du Makhzen parce qu ils complotent contre lui et veulent déstabiliser le pays.Le premier s entête dans son salafisme moyenâgeux et veut nous le reproduire au vingt et unième siècle défiant le monde entier.Il suit les pas d Erdogan et veut jeter le Maroc au ban des nations.Le second,ayant essuyé un échec cuisant dans les dernières élections,s allie au premier pour faire poids et ensemble créer le chaos !Benkirane est aveuglé par son idéologie au point de croire être un missionnaire chargé de re-répandre la parole de Dieu !!Chabat exploite la naîveté de Benkirane et celle du peuple et n a en tête qu attiser le feu o liliha liha !!Voilà en gros pourquoi le Makhzen veut éliminer doucement les deux hommes que la populace prend pour des héros.Benkirane doit contribuer à réformer l islam et Chabat doit se retirer et accepter son sort"
"neg","Benkirane doit apprendre à parler politique et bien s'éduquer avant de prétendre à représenter les marocain. il n a pas le niveau il fait honte à la politique marocaine. notre roi a bien fait"
"neg","Un simple avis très humble.Monsieur Benkirane Chargé du dossier de INDH comme Feu Mme Zoulikha il sera l'Homme de Confiance de Sa Majesté pour contribuer à lutter contre la précarité et développer le côté social que supervise notre ROI pour que le Maroc décolle économiquement et socialement comme chaque secteur agit sur l'autre .simple avis"
"neg","Un simple avis très humble.Monsieur Benkirane Chargé du dossier de INDH comme Feu Mme Zoulikha il sera l'Homme de Confiance de Sa Majesté pour contribuer à lutter contre la précarité et développer le côté social que supervise notre ROI pour que le Maroc décolle économiquement et socialement comme chaque secteur agit sur l'autre .simple avis"
"neg","je proppse une solution RAMID 1 ministre  gouvernement sans USFP BENKORANE MINISTRE D'ETAT"
"neg","je crois que c'est déjà décidé c'est Mr Ramid qui va prendre place de benkirane ça se voit . j’espère que ce fameux gouvernement vas pas trop tarder a être former. les marocains attendent avec impatience il y'a beaucoup de retard il est temps de travailler pour le bien de ce que souhaite les marocains"
"neg","Mr Mohamed belkacem,votre analyse et fausse,car le PAM et dans la bredouille pire que le gouvernement!qui vas dérangé qui?hmmmm"
"pos","Cette initiative entreprise par le PAM serait suivi d'effet si elle avait été appliquée sur une autre région du Maroc et sur une population soit disant \"civilisée\". Analysons l\"'enquête effectuée recemment dans cette meme region pour déterminer la responsabilité de l'écrasement du poissonnier Mohssin Fikri. Après tant de jugement le responsable de cet effroyable tuerie est toujours libre. Saisir le gouvernement pour definir ses responsabilites dans cette affaire releve du reve. On est dans une situation où la montagne accouché d'une souris.!"
"pos","Décidément vous servez le dieu qui vous offre le plus. On ne peut plus comprendre votre logique de travail dans ce site."
"neg","C'est du théâtre, il frappe ce qu'il veut et laisse ce qu'il veut en passant entre les clients du café"
"pos","jusqu'à présent il n y a aucune proposition concrète dur le terrain. ..Walo Nada.. L idée de Omari est une bonne mauvaise idée. proposer la constitution d une commission d enquête prendra des mois sinon des années. vue la situation des partis politiques c est irréaliste et c est une perte de temps pour gagner du temps...les rifains resteront dans leur misère. .. Et si on propose de travailler aujourd'hui maintenant lancer les projets programmés..vous verrez la crise sera terminée... Le reste c est du blabla et des discussions politiciennes stériles au sein d une classe infectieuse..."
"neg","Désormais No confiance fikom Al3adawa wa Tanmiya. Réponse au nro 16, cela doit être gravé dans ra mémoire, soit sùre et certain qu'aucun Marocain pure ne souhaite être Algérien d'une part, d'autre part mêle toi des affaires de ton Algérie qui n'a céssé de nous dérrangé. Allahoma kattir Hossadna. Vive notre chèr Roi Med 6."
"neg","l opposition est convenable avec les kirranistes;ces barbeux sont hors le jeu et merci a notre cher roi"
"neg","Le peuple marocain vous souhaite bonne chance avec votre benkirane gardez le pour vous uniquement, rendez au peuple sa religion que vous avez privatisé et polluée par les pensées de bnou taymia, mettez au claire vos intentions à, long terme, informer les marocains sur vos relations avec les frères musulmans, a qui la priorité le parti ou la patrie, voila ce qui nous intéresse, ,notre pays regorge de citoyens de capacité capable de dirigé le monde entier en douceur avec tolérance et épanouissement."
"neg","pemierement, lmkhzen a fait cette demarche pour ca deuxiement, les marocains ne veulent pas des demi_solutions, pour moi, toutes les ministres sauf celui de la defense doit etre nomme par le premier ministre troisiement, akhnouch et celui de l'industrie serait aussi du prochaine gouv, donc, eviter ce qu'a fait benkirane de laisser la caisse d'agriculture a akhnouch, sinon , vous faites aussi partie d'eux, et annoncer votre demission quatriement, le maroc a propose une solution pour le sahara,qu'est l'autogouvernance, est ce que les marocains sahrouis auront confiance au mkhzen apres tous cela . je ne fais partie d'aucune partie politique et j'espere que mon commentaire sera publie,hespress"
"neg","Le roi n a pas respecter la volonté du peuple la seule chose que il faut faire c est le retour aux urnes on ne veut pas le parti akhnouch malgré c est le c homme le plus proche du Palais on veut Benkirane vive Benkirane vive le Maroc vive le roi"
"neg","meme si vous vous positionnez en opposition,je ne vous croirai pas.vos idées trouvent leur place a la zaouia et non a l'hemicycle."
"neg","les militants du PDJ sont très présent sur les commentaires ;pour influencer l'opinion public;il faux que vous sachiez que q'un million qui ont voter pour le PJD ne représentent pas tous les marocains"
"pos","une recommandation sur les premieres reformes procéder à réformer d'abord l'administration par des audits cruels et ceux qui tombent dans le filet doivent immédiatement virés en les remplaçant par des cadres qui se trouvent dans les ténèbres du chômage et vous allez voir combien vous allez gagner sans continuer à rafistoler en faisant des économies de chandelles et sachez bien que l'échec d'une structure est dues principalement de 80% du top management wach fhamtou!!!!"
"pos","salam. il est malheureux de constater cette comparaison entre la \"democratie \" au maroc et celle de lafrique du nord et du moyen orient.à quand nous allons arreter cette mascarade de comparaison. c'est l'histoire des trois chevres qui se compare l'une est borgne l'autre est sourde et la 3éme est en chaise roulante. voila notre réalité voila à quoi nous somme arrivé aprés 60ans d'independance et 1200 ans d'existence . il est temps de reveiller et de se remettre en question avant de se comparer aux autres Allah yahdikom.ça urge on est au bord du gouffre. ."
"neg","mes salutations les plus distinguées à monsieur mahdaoui et votre engagement est une conduite à suivre par tous ceux qui se réclame comme défenseure du droit de l’homme et à une vie digne pour chaque marocain et je lance un appelle à qui de droit à reviser cet approche sécuritaire car elle ne mènera qu’à plus de tension et conforter les externes car je crois fermement que seul le dialogue peut nous sortir de cet impasse comme je lance un appelle au honnête ministre de ce gouvernement hétéroclite de pressentez leur démission car ce gouvernement restera dans les annale (pjd bam isti pps ……..)c’est pas un gouvernement de solutions mais un un gouvernement de mange et t’ai t’ois"
"neg","Le Peuple Marocain est sur la voie de la Dignité et de la Liberté Résistance"
"pos","A mon avis il faut oublier aussi la tunisie comme l alkherie puisque ce pays n a pas montrer sa solidarité pour le retoure de notre pays au sein de l union africaine puisque les tunisiens veulent aussi concuroncier le maroc dans les marchés africains puisque la tunisie et l algerie sont jalouse de développement marocain c est a dire mihssada plus ils volent et copie tt ce qu' est marocain,degage et laisser nous tranquille.publier svp."
"pos","des années durant , vous vous contempler la scène à Al hocima sans oser intervenir , tu fais partie du problème MR El Amari"
"pos","arrêtez de crier au loup,vous devez vous rendre à l'évidence,votre partie est majoritaire dans la région,vous devez intervenir depuis le début,les jeunes jouent avec le feu qu'il convient d'éteindre,vous devez apporté le calme et arrêter de prendre les autres pour responsable,car vous en êtes le premier."
"pos","On a guere entendu mr I el Omori president de la region Tanger Alhuceims durant ces quelques sept mois que dure la contestation a Alhoceima et ses environs de meme que mr Benchemmas representant de cette region et president de la chambre des conseillers Normalement avec ces deux tenors Alhuceima a de quoi etre gatée Or aujourd'hui aucun diagnostic n'est connu pour savoir les causes des contestations et que le colloque proposé est depasé"
"pos","Ce Monsieur, parle bcp mais ne dis rien de concret! A sa place, je me concentre je me retire de la politique parcque kolchi 3ayak bik daba!"
"pos","moi je pense que les responsables brouillent les cartes en fin de compte sa majesté qui est au dessus de ces politiciens interviendra pour mettre fin à ce jeu"
"neg","non et non Mr Amari. l'un des commutateurs à dit \"VOUS FAITES PARTIE DU PROBLÈME \"; je salue en lui son audace. MOI J'AJOUTE et depuis longtemps. vous ne pouvez plus tromper longtemps. vous êtes responsable et vous êtes chef d'un parti politique capable d'enflammer ou de calmer. vous êtes resté muet comme une carpe. pourquoi on ne parle que du Rif. nous tous de toutes les régions mobilisés pour soutenir la légitimité des revendications socio-économiques et politique. nous sommes contre le leadership du Rif pour son détachement du Royaume. Casablanca, fes, kenitra oued Zambie. souss oujda rabat et j'en passe. Abdeljalil torress n'a jamais fais ça .en Algérie la kabilie ne revendique que ses droits légitimes .son leader FEU AIT AHMED ÉTAIT EN FUITE EN 1963 lors conflit armé provoqué par Alger contre le Maroc. au risque de sa tête il a rejoint son pays pour défendre sa prétendue souveraineté"
"pos","J espère que j avais tor ke tu es partie et membre de ce jeu."
"pos","Bonjour! Il faudrait peut-être demander des comptes au président de la région du RIF pour voir ce qu'il a réalisé dans la région selon la dotation allouée aux réalisations prévues pour cette région. La contestation ne date pas d'aujourd'hui et il le sait mais ne s'en vante pas car je pense que c'est une arme pour lui à sortir s'il n'a pas de place au gouvernement peut-être,donc ce qui se passe l'arrangerait peut-être beaucoup et c'est peut-être pour lui une petite vengeance. Pas moi qui le dis,mais on lit à droite et à gauche dans des sites que des gens demandent de comparer son patrimoine d'avant et actuel, mais Seul DIEU connait la vérité. Après tout ,tout travail mérite salaire,mais,je suis d'accord avec vous ,il y a salaire et SALAIRE."
"pos","des années durant , vous vous contempler la scène à Al hocima sans oser intervenir , tu fais partie du problème MR El Amari"
"pos","arrêtez de crier au loup,vous devez vous rendre à l'évidence,votre partie est majoritaire dans la région,vous devez intervenir depuis le début,les jeunes jouent avec le feu qu'il convient d'éteindre,vous devez apporté le calme et arrêter de prendre les autres pour responsable,car vous en êtes le premier."
"pos","On a guere entendu mr I el Omori president de la region Tanger Alhuceims durant ces quelques sept mois que dure la contestation a Alhoceima et ses environs de meme que mr Benchemmas representant de cette region et president de la chambre des conseillers Normalement avec ces deux tenors Alhuceima a de quoi etre gatée Or aujourd'hui aucun diagnostic n'est connu pour savoir les causes des contestations et que le colloque proposé est depasé"
"pos","Ce Monsieur, parle bcp mais ne dis rien de concret! A sa place, je me concentre je me retire de la politique parcque kolchi 3ayak bik daba!"
"neg","Merci afelous pr lexplication."
"neg","oui en frappent des militaires marocains et vos millions d'euros dans les poches des riches marocains et le peuple marocain qui souffrent de cette catastrophe sans merci bravo les responsables de rabat"
"neg","c est la mafia mondiale qui controle le passage entre le maroc et l Europe et c est le cas malheureudement partout dans ie monde sinon comment expliquer les prix du passage. quant a l'europe il faut savoir qu elle fabrique involontairement ses propres terroristes. certains depuis ses prisons, d autres dans ses quartiers (sous entendu que la police ne peut y entrer et l'existance de groupe mafieux dangereux) alors les quartiers sont laisser a l'abondan et entre les mains des caids que personne ne controle. le pauvre maroc est sur le levres de tous."
"neg","bravo haaaj abdellah tres bien dit."
"pos","moi je pense que les responsables brouillent les cartes en fin de compte sa majesté qui est au dessus de ces politiciens interviendra pour mettre fin à ce jeu"
"neg","non et non Mr Amari. l'un des commutateurs à dit \"VOUS FAITES PARTIE DU PROBLÈME \"; je salue en lui son audace. MOI J'AJOUTE et depuis longtemps. vous ne pouvez plus tromper longtemps. vous êtes responsable et vous êtes chef d'un parti politique capable d'enflammer ou de calmer. vous êtes resté muet comme une carpe. pourquoi on ne parle que du Rif. nous tous de toutes les régions mobilisés pour soutenir la légitimité des revendications socio-économiques et politique. nous sommes contre le leadership du Rif pour son détachement du Royaume. Casablanca, fes, kenitra oued Zambie. souss oujda rabat et j'en passe. Abdeljalil torress n'a jamais fais ça .en Algérie la kabilie ne revendique que ses droits légitimes .son leader FEU AIT AHMED ÉTAIT EN FUITE EN 1963 lors conflit armé provoqué par Alger contre le Maroc. au risque de sa tête il a rejoint son pays pour défendre sa prétendue souveraineté"
"pos","J espère que j avais tor ke tu es partie et membre de ce jeu."
"pos","Bonjour! Il faudrait peut-être demander des comptes au président de la région du RIF pour voir ce qu'il a réalisé dans la région selon la dotation allouée aux réalisations prévues pour cette région. La contestation ne date pas d'aujourd'hui et il le sait mais ne s'en vante pas car je pense que c'est une arme pour lui à sortir s'il n'a pas de place au gouvernement peut-être,donc ce qui se passe l'arrangerait peut-être beaucoup et c'est peut-être pour lui une petite vengeance. Pas moi qui le dis,mais on lit à droite et à gauche dans des sites que des gens demandent de comparer son patrimoine d'avant et actuel, mais Seul DIEU connait la vérité. Après tout ,tout travail mérite salaire,mais,je suis d'accord avec vous ,il y a salaire et SALAIRE."
"neg","Macron a été invité , on se demande pourquoi cette invitation ??!!!"
"pos","Le président francait veux dire au Maroc que nous sommes associer il ne faut pas que nos interes se chauvauche"
"neg","vive le roi mohammed 6"
"neg","Vive Orange Maroc dans sa contribution aux réchauffement des relations franco-marocaines"
"pos","Tremp a toucher 300 milliards de l'arabie saoudite, emirat bahrayn Macron combien il va toucher du maroc , alger et les autres"
"pos","C'est juste pour dire à certains marocains qui racontent n'importe quoi sur des sites et en outre ils croient que ce qu'ils disent et vrais alors qu'ils sont a 80 pour cent à côté du sujet en outre de leurs ignorance des sujets ou des vérités qu'ils ne veulent pas admetre juste pour fausser les débats juste une chose concernent le Sahara sans la France a L'ONU le Maroc aurait perdu le Sahara ou alors en serait en guère avec l'Algérie le Maroc et la France c'est donnent Donnent et c'est une bonne chose"
"pos","Il faut que le Maroc compte sur lui même , bossé son intérieur dans tt les domaines , et ne compte pas sur ces pays conialisateur ,France , car tt ces problèmes viennent de ces pays France Angleterre Espagne Amérique , depuis qd le Maroc va compter sur ces moyens et ces capacité ,a condition que ces dirigeants travaillent démocratiquement , on veux que le Maroc soit comme le pays de l'Allemagne dans la rigueur etc , à ce moment la, tt le monde respecte le Maroc et son intégrité territoriale et compris l'Algérie faiseuse de probleme"
"pos","Est ce que al othmani est toujours le chef du gouvernement? Je le vois jamais. Je pense que le palais royal lui a donné la permission de parler. Donc c'est quoi l'utilité de cet gouvernement?"
"pos","La centralisation des partis comme de l' Etat est la cause de tous les maux de la bonne marche du pays ; en espérant une régionalisation dans l' avenir . Actuellement le vrai travail sur le site démentira les gens de mauvaise foi."
"pos","pourquoi les primes ? . ce sont des fonctionnaires comme les autres . des acquis ? il faut les mériter au moins.  personne n aime la transparence . Ils veulent que les primes soient annexés au salaire systématiquement"
"neg","On demande la bonne gestion de s chose s,alors tous le monde est mécontents. Moi je vous dis il y on a des haut diplômé s au chômage, qui acceptent ces conditions, je connaît bien monsieur ELMALKI c est u'n grand économiste Marocain ,"
"neg","Remarquez les uniformes des gardes portant les couleurs de la France BBR....coïncidence?"
"pos","une voix sage. j'espère que les hautes autorités prendront note de l'ampleur du mouvement et de tous ceux qui le soutiennent sur tout le Maroc"
"neg","j'ai l'impression que les statistiques ne sont pas justes."
"neg","Il y a longtemps que notre pays devrait couper et rompre toutes les relations avec cette petite Corée di Nord du Maghreb. Tant que le regime militaire pourri et haineux dirige ce pays de misere noire malgre ses richesses enormes le Maroc devrait couper les ponts avec le régime harki bouteff. Le peuple marocain refuse toute reconciliation avec ce regime barbare comme il refude l ouverture de Frontières.s"
"neg","on n'a pa besoin d'importer le petrol il est déja au maroc extracté par des sociétés international privés c'est bien de le vendre au maroc et de dire que ca provient de l'europe"
"neg","LES PRODUITS àLIMENTàires IMPORTE DE L àLGERIE C EST LES DàTTES S V P IL FàUT BOYCOTTER LES DàTTRS  D àLGERIE ET MEME DE TUNISIE IL FàUT IMPORTER LES DàTTES DE L àràbie Sàoudite OU IRàK Ou IMàRàt OU EGYPTE IL Fàut BOYCOTTER LE COMMERCE ENTRE LE Màroc et l àlgerie on n 0 P0S besoin de ce COMMERCE"
"pos","Çe n'est pas nouveau et depuis toujours nous savons tous , qui vous êtes çe que vous cherchez. L'image que vous nous reflétez est fausse , archi fausse. Nous savons que vous êtes, ANTI LIBERTE POPULAIRE, ANTI- DÉVELOPPEMENTS DU MAROC MODERNE, ANTI-MONARCHIE, et que vous aspirez à faire de nous, un pays similaire à çelui de Khomeyni. Vus êtes l'un des meneurs et attiseurs du Hiraq. Ne venez pas nous montrer un faux visage, le peuple marocain saur qui vous êtes , çe que vous valez et çe que vous objectez!!!!!!!!"
"pos","Si les ministres du PJD doivent prouver leurs honnêteté et démissionner sinon ils sont des marionnettes comme les autres"
"pos","Assez de perte de temps en vous chamayant, vous fêtes honte au pays. si vous êtes de vrais politiciens assayer de vous mettre d'accord pour régler les problèmes du peuple. sinon dégagez et laissez les gens qui aiment le maroc travailler. Ne réglez pas vos comptes sur le dos des Marocains. il y en mare."
"neg","js totalement d'accord avec le parlementaire franco marocain c'est gent la ils nous aime pas ils nous insulte de sal arabe et nous maghrébin on est tous des berbère. .regarder Zidane à lâché une coupe du monde pour sa dignité. ..réveiller vous les arabes"
"neg","Ce parlementaire d'origine marocaine croît en fait que ce qui est courant au Maroc comme le voyage de parti en parti l'est également en France. En plus il est vraiment arabe par son agressivité ce garrab. Il n'est pas un vrai marocain. Les citoyens européens de souche ordinaire ignorent malheureusement le réel histoire du Magreb et surtout du Maroc et par suite ils ne savent pas faire un bon choix."
"pos","Le rif n'a besoin ni de Ilyas Ammari ni de Mustapha Ramid. Chacun d'eux cherche ses propres intérêts dans la tempête qui scoue la région. Ilyas est fini, c'est du passé pour le rif. C'est une très grande source des malheurs du Rif. Il les a vendu à moindre prix."
"pos","Soyons objectifs et réalistes ... Cet homme a le mérite d être cohérent envers lui-même. Il n a aucun pouvoir donc il n a rien à proposer donc à quoi sert d assister à telle ou telle réunion? ?? C esr le roi qui décide au début et à la fin...donc il faudrait attendre l intervention du roi s il veut bien intervenir. .. Après tout l attente est une ancienne tradition marocaine ...on attend la pluie on attend devant les bureaux de l Administration on attend devant les hôpitaux. ...nous sommes un peuple confiné dans une grande salle d attente..."
"pos","je croit c est la derniere fois que les marocain vont vote pour une equipe religieux, profiteer ramid rabah ben kirane kalfi hamidin ect  meme groupe toujour a la tete sans aucun changement democratique cette ecole de religion qui a la valise de droit de l home et liberte s oppose a etre presente ds le metting pour le houcima il faut arretez d avoir des vote ou fait la politique religieux ce n est pas saint. arretez de mettre votre vie ds la main des religieux qui on vendu votre vie ramide act comme s il a toujour le pouvoir de minister de justice ,il est devenu malade de pouvoir qui vote pour les religieux vote contre ces droit legal et humain separe la religion de la politique.chaque discours religieux deviant politique en vendredi ,ne pas faire la priere derriere des religieux traaille pour des agenda interieur politique"
"pos",". il n'a que 39 ans !!! à réfléchir"
"neg","j'espère que l'aide que la France donnera au maroc sera sous forme de programme économique et en formation et non en argent.car l'argent sera détourné vers des fins personnel"
"pos","Les marocains réclament la restitution des richesses volée depuis l'indépendance , pourquoi les anciens ministres continuent à dépouiller les richesses sans jamais s'inquiéter ??? Pourquoi 7 millions de marocains vivent avec moins de 2$ par jour ??? Le peuple revendique une répartition des richesses du pays équitablement et la fin des castes , la caste des marocains chérifiens et la caste des marocains serviteurs"
"pos","Et Mr Macron est devenu le porte parole du Roi sur les problèmes du Maroc"
"neg","Oui mr le president Notre cher roi est inquiet  Car il y a des nains racistes sionistes barbares qui veulent nuirent à la marche glorieuse que mène le maroc avec un torchon de l'étoile de David sioniste barbare Mais il ne gagneront jamais Car les marocains sont soudés et unis  Non au barbaristanisme raciste"
"pos","c'est pas normale pourquoi il faut attendre Macron pour nous dire tous ça  normalement c'est le roi qui devrais parler .. laa c pas bon tous ça"
"pos","comment le peuple va savoir que le roi est en colère heureusement MACRON nous l'a dit dans son discours hamdolilah. alors il faut attendre les occasions"
"neg","Bonsoir Heureusement il y'a MACRON dans ce monde pour nous informer que notre roi est touché par ce qui se dans le rif Vive le roi vive le maroc vive MACRON"
"pos","macron qui vient nous donner des lecons de democratie lui qui est president par defaut il devrait soccuper de ses chomeurs et retraite qui ont du mal a finir leur mois 10 millions de pauvre en france"
"pos","Et voila l intervention qu on attender pour savoir que le roi s inquiette de c qi se passe chez nous.macron informe mem les marocain en leur disant que cela va prendre beaucoup de temps pour repondre aux attentes .a croire que le maroc est un territoire d outre-mer de la france!."
"neg","Je crois que les gens exagèrent un peu , c'est des mineurs , qui ont vécu je n'sais pas combien d'années au Maroc avant de retrouver le paradis Européen quand même faut les excusés vu qu'ils sont pas habituer a voir des belles filles toutes nues dans les plages . Donc je ne vois pas pourquoi les gens trouvent ce qu'ils ont fait anormal ! c'est vraiment bizarre . Mais bon on y peut rien faire vu que la majorité des gens qui vont commenter sont des schyzos .. Bref j'espère que les autorités italiennes vont libérer ces innocents petits garçons"
"neg","il préférable que le roi dieu le protégé parle au peuple en général, et n'entend pas à ses proches qui ne veulent que voiler la vérité. aujourd'hui MARCON informe via presse ce problème, et demain d'autres vont s'introduire dans notre cuisine. personne ne savent qui se passe sauf les vrais marocains. plus tot notre cas est différent de celui de la France."
"pos","il faut des vrais réforme baraka men zwak 1-limiter mandat 2 des elus regional et national et baisser salaires des parlementaires et verifier leur revenus 2 baisser budget des palais royales 3 creer gardes de finances et abroger douane4-creer industries ds ts les villes et eliminer importation chinois5-- declaration des richesses et batime de propreité"
"pos","Juste une seule lettre entre Macro n et Maroc. ..on peut dire qu il a bien réussi le test de recrutement de porte parole du cabinet royal. .. Hassan 2 s adressait aux marocains par l intermédiaire de ParisMatch. .. M6 fait mieux il a carrément utilisé le President de la France .. où est le problème? il s agit juste du respect des traditions. .."
"pos","Les marocains réclament la restitution des richesses volée depuis l'indépendance , pourquoi les anciens ministres continuent à dépouiller les richesses sans jamais s'inquiéter ??? Pourquoi 7 millions de marocains vivent avec moins de 2$ par jour ??? Le peuple revendique une répartition des richesses du pays équitablement et la fin des castes , la caste des marocains chérifiens et la caste des marocains serviteurs"
"pos","Et Mr Macron est devenu le porte parole du Roi sur les problèmes du Maroc"
"neg","Oui mr le president Notre cher roi est inquiet  Car il y a des nains racistes sionistes barbares qui veulent nuirent à la marche glorieuse que mène le maroc avec un torchon de l'étoile de David sioniste barbare Mais il ne gagneront jamais Car les marocains sont soudés et unis  Non au barbaristanisme raciste"
"pos","c'est pas normale pourquoi il faut attendre Macron pour nous dire tous ça  normalement c'est le roi qui devrais parler .. laa c pas bon tous ça"
"pos","comment le peuple va savoir que le roi est en colère heureusement MACRON nous l'a dit dans son discours hamdolilah. alors il faut attendre les occasions"
"neg","Bonsoir Heureusement il y'a MACRON dans ce monde pour nous informer que notre roi est touché par ce qui se dans le rif Vive le roi vive le maroc vive MACRON"
"pos","macron qui vient nous donner des lecons de democratie lui qui est president par defaut il devrait soccuper de ses chomeurs et retraite qui ont du mal a finir leur mois 10 millions de pauvre en france"
"pos","Et voila l intervention qu on attender pour savoir que le roi s inquiette de c qi se passe chez nous.macron informe mem les marocain en leur disant que cela va prendre beaucoup de temps pour repondre aux attentes .a croire que le maroc est un territoire d outre-mer de la france!."
"neg","il préférable que le roi dieu le protégé parle au peuple en général, et n'entend pas à ses proches qui ne veulent que voiler la vérité. aujourd'hui MARCON informe via presse ce problème, et demain d'autres vont s'introduire dans notre cuisine. personne ne savent qui se passe sauf les vrais marocains. plus tot notre cas est différent de celui de la France."
"pos","il faut des vrais réforme baraka men zwak 1-limiter mandat 2 des elus regional et national et baisser salaires des parlementaires et verifier leur revenus 2 baisser budget des palais royales 3 creer gardes de finances et abroger douane4-creer industries ds ts les villes et eliminer importation chinois5-- declaration des richesses et batime de propreité"
"pos","Juste une seule lettre entre Macro n et Maroc. ..on peut dire qu il a bien réussi le test de recrutement de porte parole du cabinet royal. .. Hassan 2 s adressait aux marocains par l intermédiaire de ParisMatch. .. M6 fait mieux il a carrément utilisé le President de la France .. où est le problème? il s agit juste du respect des traditions. .."
"pos","Un gouvernement de marionnettes, un gouvernement de poupées , prouverez nous le contraire , votre parti à la liste des spoliateurs et des voleurs de ce pays présentez les à la justice , sinon démissionnez si vous aimez ce peuple comme vous prétendez . Le président français vient au Maroc parce qu'il était invité , il vient ramasser les pots de vin comme les autres présidents Français , Chirac et Sarko ont élu domicile au Maroc sur les frais des marocains"
"pos","Savez vous que tous ceux qui dépouillent ce pays ont la double nationalité \" franco-marocaine , espagno-marocaine , Américaino-marocaine .......\" avec des appartements de luxes et des comptes bancaires bien garni en Europe , ils ont les Bras au Maroc pour nous voler et le postérieur en Europe avec un billet d'avion ouvert toute l'année ."
"pos","Il nous faut un Etat de Droit donc une Monarchie Parlementaire"
